tweet count,id,tweet content,month,day,hour,source,friends,
7730,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",3,18,15,Twitter Web App,590,
7731,1.31E+18,"b""RT @Apndp: I governatori uscenti sono stati riconfermati.Perch\xc3\xa8?\nIpotesi:\n#DeLuca e #Zaia per aver governato l'emergenza #Covid\n#Toti perch\xe2\x80\xa6""",9,16,11,Twitter for iPhone,2024,
7732,1.31E+18,"b'RT @CollegeFix: #BostonUniversity promoted white supremacy when it refused to hand out free masks to students and teachers, professors clai\xe2\x80\xa6'",2,3,22,Twitter Web App,1008,
7733,1.31E+18,b'RT @desur81: Como parte de las medidas para prevenir el contagio de la #COVID-19 realizamos una jornada de desinfecci\xc3\xb3n en las instalacione\xe2\x80\xa6',7,22,18,Twitter for Android,62,
7734,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",1,22,14,Twitter for iPhone,166,
7735,1.31E+18,b'RT @M_T_Franz: Schickt mir Fragen zu #Covid. Ich werde sie dann jeweils in twittertauglichen Videobotschaften beantworten. Also kurz und b\xc3\xbc\xe2\x80\xa6',5,29,9,Twitter Web App,2398,
7736,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",2,17,15,Twitter for Android,293,
7737,1.31E+18,"b'RT @Asimoes72: .@ALPACanada #pilots know airlines need support now! Tens of thousands of aviation jobs are at risk of disappearing forever,\xe2\x80\xa6'",9,15,1,Twitter for Android,5,
7738,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",5,22,12,Twitter Web App,702,
7739,1.31E+18,b'RT @Sligogirls: Everyone should download this document and read it carefully because if we carry on ignoring #IndependentSAGE advice we are\xe2\x80\xa6',2,23,14,Twitter for Android,463,
7740,1.31E+18,b'RT @Haydi_Ahbap: #\xc4\xb0zmir Ege \xc3\x9cniversitesi Hastanesinde tedavi g\xc3\xb6rmekte olan \xc4\xb0brahim G\xc3\xbcne\xc5\x9f i\xc3\xa7in \xc3\xa7ok #acil #Covid-19 tedavisi g\xc3\xb6rm\xc3\xbc\xc5\x9f ve iyile\xc5\x9f\xe2\x80\xa6',11,18,11,Twitter Web App,470,
7741,1.31E+18,"b'RT @AlexBerenson: Does @theatlantic ever get anything about #Covid right? I mean ever?\n\nSo many smart people, so much terrible journalism.\xe2\x80\xa6'",6,14,22,Twitter for iPhone,253,
7742,1.31E+18,b'RT @Imagen_Mx: \xf0\x9f\x94\xb4  No viene presupuestado costo de adquisici\xc3\xb3n de vacuna contra #Covid-19 en PEF:  Carlos Valenzuela  \n\n.@beltrandelrio  con\xe2\x80\xa6',11,24,1,Twitter for Android,227,
7743,1.31E+18,b'RT @pprozasdemadrid: Desde el inicio de la pandemia #Covid este equipo de Gobierno se ha volcado en ayudar a los vecinos de #LasRozas a sal\xe2\x80\xa6',1,3,10,Twitter for iPhone,1320,
7744,1.31E+18,"b'RT @M_T_Franz: #covid - jeder ist eingeladen, \xc3\xbcber die Hintergr\xc3\xbcnde nachzudenken https://t.co/LWUqXuRnKt'",12,22,10,Twitter for iPad,774,
7745,1.31E+18,b'RT @Soniadoubi655: Un responsable de la #SantePublique au #Canada vient de d\xc3\xa9clarer que le #Covid est l\xe2\x80\x99\xc3\xa9quivalent de la #GRIPPE \xe2\x9a\xa0\xef\xb8\x8f Mais \xc3\xa0\xe2\x80\xa6',12,14,19,Twitter Web App,597,
7746,1.31E+18,b'RT @IntraMednet: \xc2\xbfC\xc3\xb3mo se propaga #COVID-19? Las nuevas recomendaciones de los CDC reconocen la transmisi\xc3\xb3n por aerosoles. https://t.co/P5w\xe2\x80\xa6',1,19,17,Twitter for Android,244,
7747,1.31E+18,"b'RT @GNB_Lara: \xf0\x9f\x9a\x94\xf0\x9f\x9a\xa8 Nuestra @GNB_Lara en el Mcpio. Torres, efectu\xc3\xb3 la retenci\xc3\xb3n de 03 Motos, as\xc3\xad como la detenci\xc3\xb3n de 13 cddnos, quienes se en\xe2\x80\xa6'",9,14,23,Twitter for Android,295,
7748,1.31E+18,"b'""Once you understand this psychological truth you will view thoughts and feelings in a completely new way... even the fear of #Covid will simply resort to a feeling or a thought.""\n\nRead a new article by Saleha Islam: https://t.co/HBc65C4hAO\n\n#lockdownUK #lockdown https://t.co/pt1iEiRtM6'",12,5,11,Twitter for Android,628,
7749,1.31E+18,b'Learning about the #covid related questions added to the Current Population Survey. You can see some of the data and doc: https://t.co/BCKlIaUHbF  @BLS_gov',1,24,19,TweetDeck,145,
7750,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",3,25,3,Twitter for iPhone,343,
7751,1.31E+18,"b'#An\xc3\xa1lisis\xe2\x9c\x8d\xef\xb8\x8f Te invitamos a leer la columna semanal de @Guillermina_VB, hoy escribe; Campa\xc3\xb1as y prevenci\xc3\xb3n del #Covid-19.\n\nDale clic aqu\xc3\xad \xf0\x9f\x91\x87https://t.co/Rsv01IIzgJ https://t.co/FTURvQii7w'",5,28,17,Buffer,100,
7752,1.31E+18,"b'RT @MexicoSocial_: Desde la llegada del #COVID, servicios de salud b\xc3\xa1sicos como la vacunaci\xc3\xb3n de rutina se han visto interrumpidos en vario\xe2\x80\xa6'",5,7,18,Twitter for iPhone,468,
7753,1.31E+18,"b""RT @TiensCestTombe: Quand tu penses que le cri de ralliement des conspis c'est #OuvrezLesYeux et que tu vois passer ce genre de connerie...\xe2\x80\xa6""",4,17,17,Twitter for iPad,1147,
7754,1.31E+18,"b'Yes, as long as the #COVID19 case has a fitness certificate by the field Team (in case of #HomeIsolation): https://t.co/0di7ob7AJp or a discharge certificate (if the #COVID case was admitted in a health facility): https://t.co/c5fui6UzUb\n\n#COVID__19 #COVID_19 #COVID\xe3\x83\xbc19 #Corona https://t.co/7B2Oc2QOiJ'",3,26,17,Twitter Web App,20,
7755,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",12,3,0,Twitter for Android,293,
7756,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",6,18,14,Twitter for iPhone,376,
7757,1.31E+18,"b""RT @21WIRE: The more I watch #COVID #Lockdown #Mask debate, the more inclined I'm to believe that postmodern Liberalism/leftism may be a me\xe2\x80\xa6""",7,30,9,Twitter for Android,330,
7758,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",2,2,17,Twitter for Android,8713,
7759,1.31E+18,"b'RT @missLtoe: 1) I will NOT be listening to medical advice -on #Covid or anything else from trump, or any of his cronies.  The only medical\xe2\x80\xa6'",10,24,19,Twitter Web App,3383,
7760,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",7,25,1,Twitter for iPad,2846,
7761,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",6,8,11,Twitter for Android,590,
7762,1.31E+18,"b'Voc\xc3\xaa sabia? Impactos da Pandemia\nVoc\xc3\xaa tem se dado conta, da quantidade de pl\xc3\xa1stico utilizada pelas pessoas durante a pandemia? Se voc\xc3\xaa ainda n\xc3\xa3o percebeu, olhe ao seu redor e veja o quanto  de pl\xc3\xa1stico n\xc3\xa3o reutiliz\xc3\xa1vel estamos utilizando.\n#reciklado #reciclagem #reciclar #covid https://t.co/Q1HGbHACNE'",1,31,2,Twitter Web App,31,
7763,1.31E+18,b'RT @SanjaySDutt: Heartening to know that @INCPuducherry President Brother @AVS_Subramanian has recovered from #Covid &amp; is back home after b\xe2\x80\xa6',7,27,2,Twitter for Android,601,
7764,1.31E+18,b'RT @gitanos_org_MA: Hoy hemos trasladado  @Cs_Madrid las propuestas para la reconstrucci\xc3\xb3n crisis #Covid en la CAM. Nos preocupa la situaci\xe2\x80\xa6',4,26,22,Twitter for Android,506,
7765,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",12,30,21,Twitter for iPhone,636,
7766,1.31E+18,"b'RT @M_T_Franz: #covid - jeder ist eingeladen, \xc3\xbcber die Hintergr\xc3\xbcnde nachzudenken https://t.co/LWUqXuRnKt'",11,6,16,Twitter Web App,1128,
7767,1.31E+18,b'RT @cuidarcorazon: \xf0\x9f\x86\x95 \xc2\xa1Nuevo n\xc3\xbamero de la revista #CienciaCardiovascular! Encontrar\xc3\xa1s art\xc3\xadculos sobre las secuelas cardiovasculares que ha d\xe2\x80\xa6',5,22,7,Twitter Web App,682,
7768,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",12,19,1,Twitter for Android,297,
7769,1.31E+18,b'RT @AlisonSbrana: There should be no press coverage of #longCOVID without mentioning this. The systemic issues these patients face are not\xe2\x80\xa6',2,9,5,Twitter Web App,471,
7770,1.31E+18,"b'RT @JCarlos_Valerio: El padre Nacho (Ignacio Gonz\xc3\xa1lez Molina) padece #Covid-19, est\xc3\xa1 hospitalizado. Los m\xc3\xa9dicos informan que su estado de s\xe2\x80\xa6'",9,8,21,Twitter for Android,44,
7771,1.31E+18,b'RT @M_T_Franz: Schickt mir Fragen zu #Covid. Ich werde sie dann jeweils in twittertauglichen Videobotschaften beantworten. Also kurz und b\xc3\xbc\xe2\x80\xa6',5,5,12,Twitter for Android,4072,
7772,1.31E+18,"b""RT @Apndp: I governatori uscenti sono stati riconfermati.Perch\xc3\xa8?\nIpotesi:\n#DeLuca e #Zaia per aver governato l'emergenza #Covid\n#Toti perch\xe2\x80\xa6""",7,4,15,Twitter for Android,144,
7773,1.31E+18,"b""It's a gross violation Fundamental Rights of COVID Patient &amp; Healthy Public under Article 19(1)(a) &amp; 21 of Constitution of India. \n\n#COVID Test of Patient should be MANDATORY after recovery &amp; COVID NEGATIVE CERTIFICATE should be given during their Discharge from COVID Hospital.""",1,16,8,Twitter Web App,2640,
7774,1.31E+18,b'RT @rksadhi: @anujakapurindia @vibhor_anand @Republic_Bharat \xe0\xa4\xa6\xe0\xa5\x8b\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\x8f\xe0\xa4\x95 \xe0\xa4\xb9\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x97 \xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\x9c \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88 \xf0\x9f\x98\x91\n\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x9d\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\xa6\xe0\xa5\x87 \xe0\xa4\xa6\xe0\xa5\x8b \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\x88 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82 \xf0\x9f\x98\x8a\n\xe0\xa4\xae\xe0\xa4\x97\xe0\xa4\xb0  #J\xe2\x80\xa6',4,20,17,Twitter for Android,6,
7775,1.31E+18,b'@CMO_Odisha \n\nWhy COVID NEGATIVE CERTIFICATE is NOT Provided to Patient during Discharge from #COVID Hospital?\n\nHow Public Can TRUST a Person without COVID NEGATIVE Certificate who returns from COVID Hospital after treatment!    \n\n@HFWOdisha @SecyChief @MoHFW_INDIA @nabadasjsg',1,16,8,Twitter Web App,2640,
7776,1.31E+18,b'RT @DCR819CZEGNB81: Como parte de las medidas para prevenir el contagio de la #COVID-19 realizamos una jornada de desinfecci\xc3\xb3n en las insta\xe2\x80\xa6',6,29,0,Twitter for Android,415,
7777,1.31E+18,b'RT @PrisionesEstado: El panorama pol\xc3\xadtico espa\xc3\xb1ol es esperp\xc3\xa9ntico.\n\nVeremos como salimos de esta.\n\n#Covid',6,17,16,Twitter for Android,5706,
7778,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",8,1,15,Twitter for iPhone,689,
7779,1.31E+18,b'@MichiganDOT Cash payments are not accepted from eastbound @MDOT_BWB #BlueWaterBridge customers during the #COVID-19  #coronavirus pandemic\nThank you for your cooperation.  \n#MDOT',10,18,13,TweetDeck,16,
7780,1.31E+18,"b'These people are why #covid is still an issue. \n\nWhen asked about this the old lady with no mask told me to \xe2\x80\x9cGet the fuck out of here\xe2\x80\x9d\n\nI guess @Walmart doesn\xe2\x80\x99t enforce their own and state mandated mask requirements. \nEast Greenbush, NY Store https://t.co/fa9LL2TKj6'",8,25,16,Tweetings  for iPhone,7,
7781,1.31E+18,b'#5Investigates has learned a veteran at the Chelsea Soldiers\xe2\x80\x99 Home who was clinically recovered from #Covid-19 has tested positive again and is hospitalized. A staff member who sources tell us works in the kitchen has also tested positive. #wcvb https://t.co/m5E1LIbDWU',6,17,18,Twitter for iPhone,241,
7782,1.31E+18,b'Reporta #Coahuila 13 muertes y 103 nuevos casos de #COVID-19 https://t.co/SyLGsb2XT1',8,9,23,Buffer,261,
7783,1.31E+18,"b""RT @Apndp: I governatori uscenti sono stati riconfermati.Perch\xc3\xa8?\nIpotesi:\n#DeLuca e #Zaia per aver governato l'emergenza #Covid\n#Toti perch\xe2\x80\xa6""",10,26,16,Twitter for Android,422,
7784,1.31E+18,"b'RT @marino80v: En seis meses, del laboratorio de virolog\xc3\xada del #IPK a otros 15 con retos compartidos frente a la #COVID #Cuba #DeZurdaTeam\xe2\x80\xa6'",12,31,21,Twitter Web App,2348,
7785,1.31E+18,b'Got easy &amp; fast #Covid test at CHS. 5 min waiting &amp; 5 min sample taking. NO contact for the test proces &amp; multiple hand washes w/ sanitizer. Everyone wear masks &amp; keep distancing.\nGet free hand sanitizer after test. Spend 10 min to get a test please #CougscancelCovid #GoCougs https://t.co/UMoABtIyK5',10,5,16,Twitter for Android,216,
7786,1.31E+18,"b'\\""BM s\xc4\xb1n\xc4\xb1fta kald\xc4\xb1\\"" - #koronavirus #covid #korona  - https://t.co/Wd6CxGJLqM https://t.co/O6k1cG5qpI'",11,16,12,Pen Social APIs,77,
7787,1.31E+18,"b'THREAD ""Dry tinder"" is a phrase I\'ve heard used in the past week to describe those killed in the spring who were most vulnerable to #Covid - the elderly, those with pre-existing conditions, the immuno-suppressed... I have found this so extremely disturbing and upsetting...'",6,14,6,Twitter Web App,2937,
7788,1.31E+18,"b""RT @21WIRE: The more I watch #COVID #Lockdown #Mask debate, the more inclined I'm to believe that postmodern Liberalism/leftism may be a me\xe2\x80\xa6""",7,8,14,Twitter for Android,9390,
7789,1.31E+18,"b'RT @M_T_Franz: #covid - jeder ist eingeladen, \xc3\xbcber die Hintergr\xc3\xbcnde nachzudenken https://t.co/LWUqXuRnKt'",4,5,15,Twitter for Android,99,
7790,1.31E+18,b'Esame Covid superato 30 richieste di voto a domicilio: volontari al lavoro nei 2 seggi al Bufalini -  #Esame #Covid #superato #richieste  https://t.co/M69ZKz6zaB',12,29,8,Zazoom Ultima ora,1550,
7791,1.31E+18,b'Quieres conocer gente nueva\xf0\x9f\x99\x8b\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x99\x8b\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xe2\x9d\x93\xf0\x9f\x87\xa8\xf0\x9f\x87\xb4\xf0\x9f\x87\xa6\xf0\x9f\x87\xb7\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1\xf0\x9f\x87\xaa\xf0\x9f\x87\xa8\xf0\x9f\x87\xbb\xf0\x9f\x87\xaa unete a nuestro grupo de #WhatsApp\n#venezuela #cuarentena #colombia #chile #amigos #covid #escueladenada #edn #deatoque\nFollow this link to join my WhatsApp group: https://t.co/2v585u4CZA https://t.co/Jo4FwS2qkU',9,21,16,Twitter for Android,0,
7792,1.31E+18,"b'#An\xc3\xa1lisis\xe2\x9c\x8d\xef\xb8\x8f Te invitamos a leer la columna semanal de @Guillermina_VB, hoy escribe; Campa\xc3\xb1as y prevenci\xc3\xb3n del #Covid-19.\n\nDale clic aqu\xc3\xad \xf0\x9f\x91\x87 https://t.co/Rsv01IIzgJ'",5,28,17,Buffer,100,
7793,1.31E+18,b'RT @PrisionesEstado: Ofrecer el estado de alarma a las Comunidades Aut\xc3\xb3nomas es echar balones fuera.\n\n\xf0\x9d\x97\xa6\xf0\x9d\x97\xae\xf0\x9d\x97\xbb\xf0\x9d\x97\xb0\xf0\x9d\x97\xb5\xf0\x9d\x97\xb2\xf0\x9d\x98\x87 \xf0\x9d\x98\x86 \xf0\x9d\x97\x94\xf0\x9d\x98\x86\xf0\x9d\x98\x82\xf0\x9d\x98\x80\xf0\x9d\x97\xbc \n#Covid',6,17,16,Twitter for Android,5706,
7794,1.31E+18,"b'RT @CAPdemocracy: To ensure that all Americans are able to vote safely, we must all do our part to help recruit and retain the next generat\xe2\x80\xa6'",6,23,5,Twitter for iPhone,1131,
7795,1.31E+18,"b'This little vignette should make everyone a tad more suspicious re government ""expert advice""......\n\nCDC removes guidelines saying #COVID-19 can travel beyond six feet \n \n https://t.co/fGXzgIk4Ye'",12,9,20,Twitter Web App,1661,
7796,1.31E+18,"b'VESTIGE ASSURE HAND CLEANSING GEL\n\nEnriched with a unique blend of 7 #plants, Assure #handcleansinggel is an #alchohol based #gel which helps in killing off #germs to keep the #handsclean.\n.\n.\n.\n#cleanhands #handwash #covid_19 #covid #corona #healthfirst #insects #healthyyou https://t.co/mEAHLYeLwG'",8,26,14,Twitter for Android,25,
7797,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",4,30,16,Twitter for iPad,796,
7798,1.31E+18,b'RT @AlisonSbrana: There should be no press coverage of #longCOVID without mentioning this. The systemic issues these patients face are not\xe2\x80\xa6',11,4,0,Twitter for Android,388,
7799,1.31E+18,b'RT @AralileO: Programme de la sensibilisation contre la #Covid-19 ce lundi 21 septembre #Sant\xc3\xa9 #Aralil\xc3\xa9 #Togo #Infos https://t.co/rjFw5faRxm',7,7,18,Twitter Web App,25,
7800,1.31E+18,b'RT @nateoneal: High words of praise for Navajo Nation\xe2\x80\x99s response to COVID-19 from Dr. Anthony Fauci: \xe2\x80\x9cYou have proven that when you do thes\xe2\x80\xa6',6,7,21,Twitter for iPhone,830,
7801,1.31E+18,"b'RT @MarkedByCovid: Tonight I\xe2\x80\x99ll be lighting a candle for the 200,000 lost. I hope you\xe2\x80\x99ll join me, and post to Twitter and social media if y\xe2\x80\xa6'",7,31,22,Twitter Web App,1394,
7802,1.31E+18,b'RT @M_T_Franz: #COVID Es hat noch niemals auf dieser Welt solche unverh\xc3\xa4ltnism\xc3\xa4\xc3\x9figen Ma\xc3\x9fnahmen wegen einer Infektion gegeben. Ausgenommen d\xe2\x80\xa6',4,9,9,Twitter for iPhone,89,
7803,1.31E+18,b'RT @risetoflyy: The CDC are a bunch of TWISTED psychos!!!!! They WAFFLE back and forth constantly! #Covid is the biggest HOAX in modern his\xe2\x80\xa6',2,2,2,Twitter Web App,282,
7804,1.31E+18,"b'RT @draolgaponce: #COVID. \nError haber dicho a la gente: ""Si tienes s\xc3\xadntomas respiratorios qu\xc3\xa9date en casa, a\xc3\xadslate. Solo si tienes dificul\xe2\x80\xa6'",3,2,1,Twitter for Android,219,
7805,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",7,9,3,Twitter Web App,102,
7806,1.31E+18,b'Viajar en tiempos de #COVID es realmente estresante.\n\nPero confirmo que me gusta la aviaci\xc3\xb3n.\n\n@aeromexico @787',12,15,5,Twitter for Android,10,
7807,1.31E+18,b'#COVID $ARCT #Covid #biopharma #ampbioresearch #covidvaccine',12,20,2,Twitter Web App,280,
7808,1.31E+18,"b'RT @mjesusglez: Anoche ingres\xc3\xa9 a una \xe2\x80\x9cni\xc3\xb1a\xe2\x80\x9d de 25 a\xc3\xb1os q se desplomo en una fiesta. Neumonia bilateral, SO2 80%, esperaba resultado d PCR p\xe2\x80\xa6'",12,30,23,Twitter for Android,165,
7809,1.31E+18,"b'\xf0\x9f\x95\x8a #D\xc3\xadaInternacionalDeLaPaz | Hoy se celebra el D\xc3\xada Internacional de la Paz y #Nicaragua vive en medio de la violaci\xc3\xb3n constante a los Derechos Humanos, el incremento de la inseguridad ciudadana y a la desinformaci\xc3\xb3n oficial por la pandemia de la #COVID-19.\n\n#PeaceDay2020 https://t.co/evYQx75wQD'",4,17,17,Twitter Web App,75,
7810,1.31E+18,"b'RT @SofiaMirandaCs: El pr\xc3\xb3ximo domingo celebramos el #D\xc3\xadaDelDeporte bajo el lema \xe2\x80\x98Un deporte seguro y saludable\xe2\x80\x99\n\nEste a\xc3\xb1o, debido a la cri\xe2\x80\xa6'",1,19,12,Twitter for Android,175,
7811,1.31E+18,b'RT @sacredbalance: #sadhguru #love #yoga #meditation #quotes #covid #recovery #newbeginnings #SundayMorning \xe2\x81\xa6@SadhguruJV\xe2\x81\xa9 https://t.co/G15U\xe2\x80\xa6',6,30,10,Twitter Web App,10852,
7812,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",7,31,1,Twitter Web App,14,
7813,1.31E+18,b'RT @hiphopharry: Are you wearing your MASK? \xf0\x9f\x98\xb7 Had to put my steez on the #savageremix one time! GO GO GO! #hiphopharry\n\n#hiphopharrychallen\xe2\x80\xa6',12,4,3,Twitter for Android,89,
7814,1.31E+18,b'RT @sacredbalance: #Balance yourself in #Covid times \n\n#selfcare #anxiety #selflove #love #depression #motivation #health #mentalhealthmatt\xe2\x80\xa6',6,30,10,Twitter Web App,10852,
7815,1.31E+18,b'RT @tuiteralexandra: #21Sep Desde tu hogar\xf0\x9f\x8f\xa1 podr\xc3\xa1s hacer tus requerimientos a trav\xc3\xa9s de nuestros canales digitales de atenci\xc3\xb3n. #Qu\xc3\xa9dateEnC\xe2\x80\xa6',5,30,19,Twitter for Android,4734,
7816,1.31E+18,"b""Pour les gens qui veulent avoir une  copie du rapport de l'INSPQ\n\nVoici un lien (prendre telechargement r\xc3\xa9gulier sans compte.. dsl pour les popups)\n\nhttps://t.co/CnrWHXBVHh\n\n@ArrudaHoracio #covid #covid19 #masque #mask #sant\xc3\xa9 #health #coronavirus #d\xc3\xa9cisionpolitique #rapport""",6,2,13,Twitter for Android,83,
7817,1.31E+18,"b'RT @Adnkronos: #Covid, in #Francia 5298 contagi e 53 morti https://t.co/ffjaGO5GyD'",1,3,11,Twitter for Android,4834,
7818,1.31E+18,b'RT @NileshKapoor63: @AndrewJacksonV3 @DrSubhasree @dasgobardhan @Thinkerks @NickdeCusa @HPR2773 @KeyanshNR @nathvani_ravi @grawoig @davemcc\xe2\x80\xa6',12,31,7,Twitter for iPhone,439,
7819,1.31E+18,"b'RT @IndySpanglish: #iBullshitYouNot \n\nIf you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s\xe2\x80\xa6'",5,31,7,Twitter for Android,89,
7820,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",10,17,0,Twitter for iPhone,489,
7821,1.31E+18,b'RT @UNRWA: \xe2\x80\x9cWe cannot overcome the #COVID-19 pandemic unless the world comes together under an umbrella of unity and love. The virus needs\xe2\x80\xa6',4,29,13,Twitter Web App,831,
7822,1.31E+18,"b""RT @homelesshub: BREAKING NEWS: Today the Right to Home working group issued a letter calling on ALL levels of govt to address Canada's #ho\xe2\x80\xa6""",3,23,2,Twitter Web App,4743,
7823,1.31E+18,b'The troll who has relentlessly gone after Dr. Fauci since #Covid \nhit is actually a Trumper who works in the PR dept of Fauci\xe2\x80\x99s agency. \n\nCouldn\xe2\x80\x99t say this crap at work so he went off online. That seems about right 4 #2020.\n\nRedState COVID Troll Streiff... https://t.co/ssO0ih35Uq',10,16,4,Twitter for iPhone,1403,
7824,1.31E+18,b'RT @IbrahimAbaann: Abdulla Shaahid veema qurantine vaakah nujehey event thakuga baiveri vaan huhdha libey. Abdulla shahid veema #Covid nuje\xe2\x80\xa6',8,11,1,Twitter for iPhone,965,
7825,1.31E+18,b'#Covid-19 \nEl presidente  \xf0\x9f\x98\xb7\xf0\x9f\x98\xb7 asegur\xc3\xb3 que el virus ha golpeado su cuerpo...\xf0\x9f\x91\x87\xf0\x9f\x91\x87\nhttps://t.co/EImeoncG6N',6,1,17,Twitter Web App,151,
7826,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",2,9,23,Twitter for iPhone,907,
7827,1.31E+18,"b""RT @Apndp: I governatori uscenti sono stati riconfermati.Perch\xc3\xa8?\nIpotesi:\n#DeLuca e #Zaia per aver governato l'emergenza #Covid\n#Toti perch\xe2\x80\xa6""",7,17,14,Twitter for iPad,1550,
7828,1.31E+18,b'RT @leilanifarha: \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5The heat is on! \n\nElected city officials + city staff have come together from x Canada to assert the #RightToHome as a\xe2\x80\xa6',3,23,2,Twitter Web App,4743,
7829,1.31E+18,"b'@MattHancock #covid alert level raised to 4 and more restrictions on the way.\n\n""Don\'t kill your gran by catching coronavirus and then passing it on"" you said, whilst ""straining every sinew"", ""moving mountains"" and ""leaving no stone unturned"" in your quest to find new ways to do just that.'",2,18,11,Twitter Web App,77,
7830,1.31E+18,"b'RT @themohwgovjm: #COVID-19 Update for Sunday, September 20,2020:\nNew Cases: 155\nNew Deaths: 3\nRecoveries: 57.\n\nFull details: https://t.co/\xe2\x80\xa6'",8,31,16,Twitter for Android,173,
